ClientType,Cts,DimIp,DimIsp,DimCdndomain,DimCdnip,DimCoderatebps,DimHeartType,DimIsInBackground,DimLine,DimNetworktype,DimPlatform,DimStream,DimStreamUrl,DimVersion,FieldVideoBadQuality,InsertTs,LogTime,Systs,Minute,Innerreporttime,Innerfilepath,Day,Hour
sdk_video_bad_quality_ratio,1764730494,123.123.44.245,chinaunicom.com,qn.flv.huya.com,110.242.48.113,4000000,1,0,19,wifi,ipad,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1869634419&uuid=1869634419&wssecret=7cbbf544a0c4ac391f2bcd70458d7b77&wstime=692fa6ce&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ipad&fs=bgct&codec=264&ratio=4000&t=3&hxtype=0,5.1.2,0,1764730502506,1764730494,1764730501,55,1764730502995738277,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
web_video_bad_quality_ratio,1764730469,36.101.131.91,chinatelecom.com.cn,qn.flv.huya.com,,500000,2,,19,,webh5,1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus,https://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=ad50b1a8e97e42b32c51c5214673789b&wstime=692fa786&seqid=3233412401324&ctype=huya_live&ver=1&fs=bgct&ratio=500&dmod=wcs-25&sdkpcdn=1_1&u=1465722378228&t=100&sv=2511190158&sdk_sid=1764730459706&a_block=0,2511201047,,1764730484045,1764730469,1764730483,50,1764730484499208895,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730489,120.239.78.91,chinamobile.com,120.241.228.79:23880,120.241.228.79,4000000,1,,19,wifi,adr,,http://120.241.228.79:23880/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=-kyrmrcdc3ofkn0y&ctype=huya_adr&domain=qn.flv.huya.com&fs=bgct&hxtype=0&ratio=4000&seqid=1618447821&t=2&uid=2225881629&uuid=2225881629&wssecret=e5b8b42ea95d726f632b171c8e951ca4&wstime=6930ed0c&t=2&hxtype=0,7.21.2,0,1764730494628,1764730489,1764730493,50,1764730495499882232,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730492,223.104.78.252,chinamobile.com,qn.flv.huya.com,120.240.166.157,2000000,3,1,19,5g,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1259515259624&uuid=1259515259624&wssecret=ff9d817ba100ff2277fce30066470f83&wstime=692fa790&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-ios&fs=gctex&ratio=2000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764730508687,1764730492,1764730508,55,1764730508998586461,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730496,106.146.27.132,KDDI Corporation,qn.flv.huya.com,61.160.198.25,500000,3,1,19,5g,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=2211852553&uuid=2211852553&wssecret=3a956f68d0b49bfed8847038147cbc05&wstime=692fa78c&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=bgct&ratio=500&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764730502056,1764730496,1764730501,55,1764730502214226987,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730497,106.146.27.132,KDDI Corporation,qn.flv.huya.com,61.160.198.25,500000,3,,19,5g,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=2211852553&uuid=2211852553&wssecret=3a956f68d0b49bfed8847038147cbc05&wstime=692fa78c&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=bgct&ratio=500&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764730502056,1764730497,1764730501,55,1764730502214226987,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730498,183.42.160.166,chinatelecom.com.cn,[2408:875c:1000:6:1800:0:3:e605]:23662,2408:875c:1000:6:1800:0:3:e605,500000,1,1,19,4g,adr,,http://[2408:875c:1000:6:1800:0:3:e605]:23662/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_500.flv?connectid=cg143q5-eaealh0y&ctype=huya_hysdk-adr&domain=qn.flv.huya.com&fs=gctex&hxtype=0&ratio=500&sdkpcdn=1_1&seqid=3225084757&streamtype=0&t=2&u=1278365439722&uid=1279541937302&uuid=1279541937302&ver=1&wssecret=54530e21ef7b8116eb0936f0eac03401&wstime=692fa5c8,12.6.82,100,1764730504047,1764730498,1764730503,55,1764730504131537054,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730489,111.15.90.190,chinamobile.com,120.220.69.67,120.220.69.67,4000000,1,,19,wifi,adr,,http://120.220.69.67:23975/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=ruzunv-9ud5wlh0y&ctype=huya_adr&domain=qn.flv.huya.com&fs=bgct&ratio=4000&seqid=1152291895&t=2&uid=0&uuid=0&wssecret=69c65401c406195a33606a57c6220b0d&wstime=6930f4f5&t=2,7.16.2,100,1764730504047,1764730489,1764730503,55,1764730504131537054,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730490,180.74.66.48,Webe Digital Sdn. Bhd.,qn.flv.huya.com,114.230.92.150,8000000,,,19,wifi,adr,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1652129326&uuid=1652129326&wssecret=476f81ffab86b2c95616c9331db879f0&wstime=692fa794&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-adr&fs=gctex&streamtype=0&t=2&hxtype=0&startpts=6928050&sdkpcdn=1_1,12.2.66,,1764730504525,1764730490,1764730503,55,1764730504995914710,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730484,223.221.110.225,chinatelecom.com.cn,qn.flv.huya.com,61.160.237.170,8000000,1,,19,0,pc_exe,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=0875618ae8c149c0665709d2ee5e3c94&wstime=692fa258&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_pc_exe&fs=gctex&uid=1199642400640&line=19&t=0&hxtype=0&startpts=5580450&sdkpcdn=6_5,7040103,0,1764730491628,1764730484,1764730490,50,1764730492493705802,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730483,49.118.245.170,chinatelecom.com.cn,113.201.243.11:23530,113.201.243.11,8000000,1,0,19,wifi,ios,,http://113.201.243.11:23530/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_264_null.flv?codec=264&connectid=oq29lonbjehslh0y&ctype=huya_ios_pip&domain=qn.flv.huya.com&fs=gctex&hxtype=0&seqid=380405843&t=3&uid=1199593381874&uuid=1199593381874&ver=1&wssecret=185e70cf09ebc5ee23d4fc4a19624f33&wstime=692fb40b,9.9.0,0,1764730491685,1764730483,1764730491,50,1764730492493705802,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730485,39.170.138.111,chinamobile.com,39.173.154.7:23817,39.173.154.7,4000000,1,0,19,wifi,mac_kiwi,,http://39.173.154.7:23817/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_264_4000.flv?codec=264&connectid=ya9duwz-jotalh0y&ctype=huya_commserver&domain=qn.flv.huya.com&fs=bgct&hxtype=0&ratio=4000&seqid=2785461444&t=3&uid=1470390459210&uuid=1470390459210&wssecret=1c6676035a1d4fe3d7bc4884e4e56b36&wstime=6930f6b5,2.0.3,0,1764730502727,1764730485,1764730502,55,1764730503493753956,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
web_video_bad_quality_ratio,1764730503,118.238.208.200,Sony Network Communications Inc.,qn.flv.huya.com,,8000000,1,,19,,webh5,1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus,https://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=5b08f6fd77fc8a85795cb201f69ab993&wstime=692f994c&seqid=2964382788396&ctype=huya_webh5&ver=1&fs=gctex&dmod=mseh-0&sdkpcdn=1_1&u=1198588470353&t=100&sv=2511190158&sdk_sid=1764723675370&a_block=0,2511201047,,1764730506258,1764730503,1764730505,55,1764730507122522036,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730505,117.182.107.49,chinamobile.com,qn.flv.huya.com,120.240.166.157,4000000,1,,19,0,pc_exe,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=ec8e962d501c20590adec869e7c54cba&wstime=692fa727&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_pc_exe&fs=gctex&ratio=4000&uid=1199563985742&t=0&hxtype=0&sdkpcdn=1_1,7040103,0,1764730506521,1764730505,1764730506,55,1764730507217425495,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730509,120.239.78.91,chinamobile.com,120.241.228.79:23880,120.241.228.79,4000000,1,,19,wifi,adr,,http://120.241.228.79:23880/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=-kyrmrcdc3ofkn0y&ctype=huya_adr&domain=qn.flv.huya.com&fs=bgct&hxtype=0&ratio=4000&seqid=1618447821&t=2&uid=2225881629&uuid=2225881629&wssecret=e5b8b42ea95d726f632b171c8e951ca4&wstime=6930ed0c&t=2&hxtype=0,7.21.2,0,1764730514056,1764730509,1764730513,55,1764730514132690385,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730506,42.87.139.12,chinaunicom.com,60.18.189.31:23170,60.18.189.31,4000000,1,,19,0,pc_exe,,http://60.18.189.31:23170/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=tenovta3rkodkn0y&ctype=huya_pc_exe&domain=qn.flv.huya.com&fs=gctex&hxtype=0&ratio=4000&sdkpcdn=1_1&seqid=1211878900&t=0&u=1916198538&uid=2322740958&ver=1&wssecret=1906abb6c37e17f51fdc7cd9d04baa0f&wstime=692f9cd6,7040103,0,1764730503527,1764730506,1764730503,55,1764730503996982042,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730504,223.221.110.225,chinatelecom.com.cn,qn.flv.huya.com,61.160.237.170,8000000,1,,19,0,pc_exe,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=0875618ae8c149c0665709d2ee5e3c94&wstime=692fa258&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_pc_exe&fs=gctex&uid=1199642400640&line=19&t=0&hxtype=0&startpts=5580450&sdkpcdn=6_5,7040103,0,1764730512609,1764730504,1764730511,55,1764730513217204061,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730516,106.146.27.132,KDDI Corporation,qn.flv.huya.com,61.160.237.171,500000,,,19,5g,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=2211852553&uuid=2211852553&wssecret=8941aff5338fa7b89e784fb358c6a9c0&wstime=692fa7ad&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=gctex&ratio=500&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764730521680,1764730516,1764730521,55,1764730522130594238,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730503,49.118.245.170,chinatelecom.com.cn,113.201.243.11:23530,113.201.243.11,8000000,1,0,19,wifi,ios,,http://113.201.243.11:23530/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_264_null.flv?codec=264&connectid=oq29lonbjehslh0y&ctype=huya_ios_pip&domain=qn.flv.huya.com&fs=gctex&hxtype=0&seqid=380405843&t=3&uid=1199593381874&uuid=1199593381874&ver=1&wssecret=185e70cf09ebc5ee23d4fc4a19624f33&wstime=692fb40b,9.9.0,0,1764730512821,1764730503,1764730511,55,1764730512994938843,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730493,112.142.8.137,TOT Public Company Limited,qn.flv.huya.com,125.94.43.142,8000000,1,0,19,wifi,ios,1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1469471335610&uuid=1469471335610&wssecret=5840e33c699953bb6883804c18015095&wstime=692fa565&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-ios&fs=gctex&streamtype=0&t=3&hxtype=0&startpts=6388050&sdkpcdn=1_1,13.0.60,0,1764730511055,1764730493,1764730510,55,1764730511213255779,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730501,223.73.61.123,chinamobile.com,http://qn.flv.huya.com,36.147.40.232,2000000,3,,19,0,pc_exe,1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=73d0fbbe05cd485aea27fc7af029d584&wstime=692fa7c5&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_commserver&fs=gct&ratio=2000&codec=264,3020006,0,1764730523254,1764730501,1764730523,55,1764730524129870325,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730509,111.15.90.190,chinamobile.com,120.220.69.67,120.220.69.67,4000000,1,,19,wifi,adr,,http://120.220.69.67:23975/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=ruzunv-9ud5wlh0y&ctype=huya_adr&domain=qn.flv.huya.com&fs=bgct&ratio=4000&seqid=1152291895&t=2&uid=0&uuid=0&wssecret=69c65401c406195a33606a57c6220b0d&wstime=6930f4f5&t=2,7.16.2,0,1764730523725,1764730509,1764730523,55,1764730524129870325,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730510,180.74.66.48,Webe Digital Sdn. Bhd.,qn.flv.huya.com,114.230.92.150,8000000,1,,19,wifi,adr,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1652129326&uuid=1652129326&wssecret=476f81ffab86b2c95616c9331db879f0&wstime=692fa794&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-adr&fs=gctex&streamtype=0&t=2&hxtype=0&startpts=6928050&sdkpcdn=1_1,12.2.66,,1764730523725,1764730510,1764730523,55,1764730524129870325,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730510,183.42.160.166,chinatelecom.com.cn,[2408:875c:1000:6:1800:0:3:e605]:23662,2408:875c:1000:6:1800:0:3:e605,500000,2,1,19,wifi,adr,,http://[2408:875c:1000:6:1800:0:3:e605]:23662/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_500.flv?connectid=cg143q5-eaealh0y&ctype=huya_hysdk-adr&domain=qn.flv.huya.com&fs=gctex&hxtype=0&ratio=500&sdkpcdn=1_1&seqid=3225084757&streamtype=0&t=2&u=1278365439722&uid=1279541937302&uuid=1279541937302&ver=1&wssecret=54530e21ef7b8116eb0936f0eac03401&wstime=692fa5c8,12.6.82,,1764730524832,1764730510,1764730523,55,1764730525212724949,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730526,42.87.139.12,chinaunicom.com,60.18.189.31:23170,60.18.189.31,4000000,1,,19,0,pc_exe,,http://60.18.189.31:23170/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=tenovta3rkodkn0y&ctype=huya_pc_exe&domain=qn.flv.huya.com&fs=gctex&hxtype=0&ratio=4000&sdkpcdn=1_1&seqid=1211878900&t=0&u=1916198538&uid=2322740958&ver=1&wssecret=1906abb6c37e17f51fdc7cd9d04baa0f&wstime=692f9cd6,7040103,0,1764730524832,1764730526,1764730524,55,1764730525212724949,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730525,117.182.107.49,chinamobile.com,qn.flv.huya.com,120.240.166.157,4000000,1,,19,0,pc_exe,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=ec8e962d501c20590adec869e7c54cba&wstime=692fa727&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_pc_exe&fs=gctex&ratio=4000&uid=1199563985742&t=0&hxtype=0&sdkpcdn=1_1,7040103,0,1764730526725,1764730525,1764730525,55,1764730527499749795,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730523,182.189.2.34,Soft X,qn.flv.huya.com,124.236.65.43,2000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=2214135710&uuid=2214135710&wssecret=2467d602f89498e99deb8f75a0883a28&wstime=692fa5bc&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-ios&fs=gctex&ratio=2000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764730526725,1764730523,1764730526,55,1764730527499749795,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730529,120.239.78.91,chinamobile.com,120.241.228.79:23880,120.241.228.79,4000000,1,,19,wifi,adr,,http://120.241.228.79:23880/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=-kyrmrcdc3ofkn0y&ctype=huya_adr&domain=qn.flv.huya.com&fs=bgct&hxtype=0&ratio=4000&seqid=1618447821&t=2&uid=2225881629&uuid=2225881629&wssecret=e5b8b42ea95d726f632b171c8e951ca4&wstime=6930ed0c&t=2&hxtype=0,7.21.2,0,1764730533692,1764730529,1764730533,55,1764730534213354011,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
web_video_bad_quality_ratio,1764730521,182.126.221.203,chinaunicom.com,qn.flv.huya.com,,2000000,1,,19,,webh5,1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus,https://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=e54a316a3ee92b56ff7099e5b3425d8b&wstime=692fa76a&seqid=3024252306871&ctype=huya_webh5&ver=1&fs=gctex&ratio=2000&dmod=wcs-25&sdkpcdn=1_1&u=1259944062017&t=100&sv=2511190158&sdk_sid=1764730302448&a_block=0,2511201047,,1764730521350,1764730521,1764730521,55,1764730522214889579,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730503,182.189.2.34,Soft X,qn.flv.huya.com,124.236.65.43,2000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=2214135710&uuid=2214135710&wssecret=2467d602f89498e99deb8f75a0883a28&wstime=692fa5bc&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-ios&fs=gctex&ratio=2000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764730522036,1764730503,1764730521,55,1764730522214889579,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730503,182.189.2.34,Soft X,qn.flv.huya.com,124.236.65.43,2000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=2214135710&uuid=2214135710&wssecret=2467d602f89498e99deb8f75a0883a28&wstime=692fa5bc&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-ios&fs=gctex&ratio=2000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764730522037,1764730503,1764730521,55,1764730522214889579,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730505,39.170.138.111,chinamobile.com,39.173.154.7:23817,39.173.154.7,4000000,1,0,19,wifi,mac_kiwi,,http://39.173.154.7:23817/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_264_4000.flv?codec=264&connectid=ya9duwz-jotalh0y&ctype=huya_commserver&domain=qn.flv.huya.com&fs=bgct&hxtype=0&ratio=4000&seqid=2785461444&t=3&uid=1470390459210&uuid=1470390459210&wssecret=1c6676035a1d4fe3d7bc4884e4e56b36&wstime=6930f6b5,2.0.3,0,1764730522594,1764730505,1764730522,55,1764730522998960985,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764730514,123.123.44.245,chinaunicom.com,qn.flv.huya.com,110.242.48.113,4000000,1,0,19,wifi,ipad,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1869634419&uuid=1869634419&wssecret=7cbbf544a0c4ac391f2bcd70458d7b77&wstime=692fa6ce&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ipad&fs=bgct&codec=264&ratio=4000&t=3&hxtype=0,5.1.2,0,1764730522594,1764730514,1764730522,55,1764730522998960985,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/e5b8bd70-725d-472e-9aef-016f768e983f.zstd.parquet,20251203,10
